"","binomial","hwi","diet","mean_adult_body_mass_g","mean_max_longevity_y","mean_longevity_y"
"7236","Bradypterus_baboecala",12.57381989,"invertebrates",14,NA,NA
"7237","Bradypterus_graueri",11.50896956,"invertebrates",17,NA,NA
"7238","Bradypterus_grandis",9.090909091,"invertebrates",18.5,NA,NA
"7239","Bradypterus_carpalis",10.44405989,"invertebrates",22.4,NA,NA
"7240","Bradypterus_alfredi",8.527954871,"invertebrates",17.5,NA,NA
"7241","Bradypterus_sylvaticus",14.50026413,"invertebrates",NA,NA,NA
"7242","Bradypterus_lopezi",10.09742594,"invertebrates",18.8,NA,NA
"7243","Bradypterus_barratti",12.84908234,"invertebrates",18.8,NA,NA
"7244","Bradypterus_cinnamomeus",8.11487734,"invertebrates",17.5,NA,NA
"7245","Bradypterus_bangwaensis",8.318057271,"invertebrates",17.65,NA,NA
"7246","Bradypterus_thoracicus",14.19389978,"invertebrates",NA,NA,NA
"7247","Bradypterus_kashmirensis",15.23883239,NA,NA,NA,NA
"7248","Bradypterus_davidi",19.89631982,"invertebrates",NA,NA,NA
"7249","Bradypterus_major",16.16779279,"invertebrates",NA,NA,NA
"7250","Bradypterus_tacsanowskius",17.82843687,"invertebrates",NA,NA,NA
"7251","Bradypterus_luteoventris",10.5403092,"invertebrates",NA,NA,NA
"7252","Bradypterus_alishanensis",19.07407407,"invertebrates",NA,NA,NA
"7253","Bradypterus_mandelli",14.86672618,"invertebrates",NA,NA,NA
"7254","Bradypterus_seebohmi",15.24032372,"invertebrates",NA,NA,NA
"7255","Bradypterus_montis",12.36648865,"invertebrates",NA,NA,NA
"7256","Bradypterus_timorensis",14.62962963,"invertebrates",NA,NA,NA
"7257","Bradypterus_caudatus",8.649726776,"invertebrates",NA,NA,NA
"7258","Bradypterus_accentor",10.81995242,"invertebrates",NA,NA,NA
"7259","Bradypterus_castaneus",7.99238297,"invertebrates",NA,NA,NA
"7260","Elaphrornis_palliseri",8.625884936,"invertebrates",9,NA,NA
"7261","Locustella_lanceolata",23.6768733,"invertebrates",11.45,NA,NA
"7262","Locustella_naevia",26.279992,"invertebrates",13.3,5.916666667,5.358333333
"7263","Locustella_certhiola",25.81404047,"invertebrates",15,NA,NA
"7264","Locustella_ochotensis",29.53866253,"invertebrates",18.5,NA,NA
"7265","Locustella_pleskei",24.05028127,"invertebrates",NA,NA,NA
"7266","Locustella_fluviatilis",28.07167391,"invertebrates",18.025,6.916666667,6.916666667
"7267","Locustella_luscinioides",32.11332145,"invertebrates",14.75,9.75,8.625
"7268","Locustella_fasciolata",26.26822607,"invertebrates",27.15,NA,NA
"7269","Locustella_pryeri",18.87164336,"invertebrates",14.375,NA,NA
"7270","Donacobius_atricapilla",9.633473768,"invertebrates",37.5,NA,NA
"7271","Oxylabes_madagascariensis",7.824706694,"invertebrates",NA,NA,NA
"7272","Bernieria_madagascariensis",11.4156029,"invertebrates",23.75,NA,NA
"7273","Cryptosylvicola_randrianasoloi",12.78911565,"invertebrates",8.575,NA,NA
"7274","Hartertula_flavoviridis",12.42057071,"invertebrates",9.725,NA,NA
"7275","Thamnornis_chloropetoides",9.796937185,"invertebrates",14.4,NA,NA
"7276","Xanthomixis_zosterops",13.54805423,"invertebrates",15.3875,NA,NA
"7277","Xanthomixis_apperti",12.41935484,"invertebrates",14.3,NA,NA
"7278","Xanthomixis_tenebrosa",10.95510563,"invertebrates",21.4,NA,NA
"7279","Xanthomixis_cinereiceps",12.93439042,"invertebrates",18.6,NA,NA
"7280","Crossleyia_xanthophrys",10.22123654,"invertebrates",19.45,NA,NA
"7281","Randia_pseudozosterops",12.61904762,"invertebrates",NA,NA,NA
"7282","Neomixis_tenella",11.21113383,"invertebrates",6.9625,NA,NA
"7283","Neomixis_viridis",14.65073875,"invertebrates",7,NA,NA
"7284","Neomixis_striatigula",12.02944559,"invertebrates",8.075,NA,NA
"7285","Cisticola_erythrops",8.306792728,"invertebrates",13.9,NA,NA
"7286","Cisticola_lepe",9.173378724,NA,13.9,NA,NA
"7287","Cisticola_cantans",8.966833063,"invertebrates",11.7,NA,NA
"7288","Cisticola_lateralis",9.560606061,"invertebrates",16.55,NA,NA
"7289","Cisticola_woosnami",9.879561476,"invertebrates",13.5,NA,NA
"7290","Cisticola_anonymus",10.83721123,"invertebrates",13.25,NA,NA
"7291","Cisticola_bulliens",8.799894029,"invertebrates",14.3,NA,NA
"7292","Cisticola_chubbi",7.490853571,"invertebrates",16.1,NA,NA
"7293","Cisticola_hunteri",11.83064516,"invertebrates",15.5,NA,NA
"7294","Cisticola_nigriloris",10.31552342,"invertebrates",19.75,NA,NA
"7295","Cisticola_aberrans",8.895584096,"invertebrates",13.95,NA,NA
"7296","Cisticola_emini",9.462234577,NA,13.95,NA,NA
"7297","Cisticola_chiniana",8.969581071,"invertebrates",14.975,NA,NA
"7298","Cisticola_bodessa",9.12304852,"invertebrates",17.5,NA,NA
"7299","Cisticola_njombe",10.31030367,"invertebrates",11,NA,NA
"7300","Cisticola_cinereolus",10.98115079,"invertebrates",16.175,NA,NA
"7301","Cisticola_restrictus",8.662798453,"invertebrates",13.35,NA,NA
"7302","Cisticola_rufilatus",12.15845556,"invertebrates",11.325,NA,NA
"7303","Cisticola_subruficapilla",13.07613368,"invertebrates",10.35,NA,NA
"7304","Cisticola_lais",12.24651275,"invertebrates",13.85,NA,NA
"7305","Cisticola_distinctus",10.07891618,NA,13.85,NA,NA
"7306","Cisticola_galactotes",12.86210681,"invertebrates",15.025,NA,NA
"7307","Cisticola_marginatus",10.3872987,NA,15.025,NA,NA
"7308","Cisticola_haematocephalus",10.35198107,NA,15.025,NA,NA
"7309","Cisticola_lugubris",11.15111111,NA,15.025,NA,NA
"7310","Cisticola_luapula",11.20818139,NA,15.025,NA,NA
"7311","Cisticola_pipiens",10.47321679,"invertebrates",13.5,NA,NA
"7312","Cisticola_carruthersi",10.11987238,"invertebrates",11.7,NA,NA
"7313","Cisticola_discolor",8.202341925,"invertebrates",NA,NA,NA
"7314","Cisticola_tinniens",10.52551248,"invertebrates",13.25,NA,NA
"7315","Cisticola_robustus",12.27569357,"invertebrates",19,NA,NA
"7316","Cisticola_aberdare",11.55731991,"invertebrates",24,NA,NA
"7317","Cisticola_natalensis",14.12150783,"invertebrates",16.9,NA,NA
"7318","Cisticola_ruficeps",9.679726891,"invertebrates",10.15,NA,NA
"7319","Cisticola_dorsti",12.15443108,"invertebrates",NA,NA,NA
"7320","Cisticola_nana",10.44176033,"invertebrates",5,NA,NA
"7321","Cisticola_brachypterus",12.12769986,"invertebrates",7.575,NA,NA
"7322","Cisticola_rufus",16.79824104,"invertebrates",7.55,NA,NA
"7323","Cisticola_troglodytes",11.5034041,"invertebrates",NA,NA,NA
"7324","Cisticola_fulvicapilla",11.15205717,"invertebrates",8.25,NA,NA
"7325","Cisticola_angusticauda",10.60347222,"invertebrates",NA,NA,NA
"7326","Cisticola_melanurus",12.6438588,"invertebrates",8.75,NA,NA
"7327","Cisticola_juncidis",13.1297954,"invertebrates",7.55,NA,NA
"7328","Cisticola_haesitatus",12.38931159,"invertebrates",7,NA,NA
"7329","Cisticola_cherina",12.15153453,"invertebrates",9.85,NA,NA
"7330","Cisticola_aridulus",15.18209862,"invertebrates",9.25,NA,NA
"7331","Cisticola_textrix",13.04241029,"invertebrates",11.1,NA,NA
"7332","Cisticola_eximius",13.25513739,"invertebrates",12,NA,NA
"7333","Cisticola_dambo",11.66949472,"invertebrates",9,NA,NA
"7334","Cisticola_brunnescens",13.73698553,"invertebrates",8,NA,NA
"7335","Cisticola_cinnamomeus",14.52273217,NA,8.5,NA,NA
"7336","Cisticola_ayresii",13.96359558,"invertebrates",7,NA,NA
"7337","Cisticola_exilis",16.41235774,"invertebrates",7.325,NA,NA
"7338","Incana_incana",9.980239596,"invertebrates",10.5,NA,NA
"7339","Scotocerca_inquieta",13.77959184,"invertebrates",8.1,NA,NA
"7340","Malcorus_pectoralis",10.83218537,"invertebrates",10.15,NA,NA
"7341","Prinia_burnesii",7.510097682,"invertebrates",NA,NA,NA
"7342","Prinia_cinerascens",5.294117647,NA,NA,NA,NA
"7343","Prinia_crinigera",10.87885935,"invertebrates",14.15,NA,NA
"7344","Prinia_polychroa",10.25862069,"invertebrates",11,NA,NA
"7345","Prinia_atrogularis",9.02113638,"invertebrates",11.8,NA,NA
"7346","Prinia_superciliaris",6.689326018,NA,11.8,NA,NA
"7347","Prinia_cinereocapilla",10.27172829,"invertebrates",NA,NA,NA
"7348","Prinia_buchanani",12.01939337,"invertebrates",7,NA,NA
"7349","Prinia_rufescens",10.84501528,"invertebrates",6.5,NA,NA
"7350","Prinia_hodgsonii",10.71805726,"invertebrates",6.4,NA,NA
"7351","Prinia_gracilis",10.44642073,"invertebrates",7.3,NA,NA
"7352","Prinia_sylvatica",10.4149514,"invertebrates",15.8,NA,NA
"7353","Prinia_familiaris",9.101470682,"invertebrates",NA,NA,NA
"7354","Prinia_flaviventris",11.90922304,"invertebrates",7,NA,NA
"7355","Prinia_socialis",10.26808511,"invertebrates",8,NA,NA
"7356","Prinia_subflava",13.86614646,"invertebrates",8.65,NA,NA
"7357","Prinia_inornata",14.16797488,"invertebrates",8.475,NA,NA
"7358","Prinia_somalica",12.71698179,"invertebrates",7.5,NA,NA
"7359","Prinia_fluviatilis",9.887428314,"invertebrates",NA,NA,NA
"7360","Prinia_flavicans",15.21836485,"invertebrates",8.475,NA,NA
"7361","Prinia_maculosa",11.55319924,"invertebrates",8.95,NA,NA
"7362","Prinia_hypoxantha",11.285097,"invertebrates",9.125,NA,NA
"7363","Prinia_molleri",12.19493959,"invertebrates",8.75,NA,NA
"7364","Prinia_bairdii",8.468087312,"invertebrates",13.4,NA,NA
"7365","Prinia_melanops",7.57943975,NA,13.4,NA,NA
"7366","Schistolais_leucopogon",8.062781707,"invertebrates",12,NA,NA
"7367","Schistolais_leontica",9.690847618,"invertebrates",12.4,NA,NA
"7368","Phragmacia_substriata",9.964654433,"invertebrates",11.2,NA,NA
"7369","Oreophilais_robertsi",10.52068001,"invertebrates",10.1,NA,NA
"7370","Heliolais_erythropterus",9.211448598,"invertebrates",11.5,NA,NA
"7371","Urolais_epichlorus",10.00469707,"invertebrates",11.3,NA,NA
"7372","Oreolais_pulchra",7.670979021,"invertebrates",NA,NA,NA
"7373","Oreolais_ruwenzorii",10.08578179,"invertebrates",9.9,NA,NA
"7374","Drymocichla_incana",14.25661376,"invertebrates",10,NA,NA
"7375","Spiloptila_clamans",6.267747979,"invertebrates",7,NA,NA
"7376","Phyllolais_pulchella",13.06064571,"invertebrates",6,NA,NA
"7377","Apalis_thoracica",12.13612368,"invertebrates",11.175,NA,NA
"7378","Apalis_flavigularis",10.42236173,"invertebrates",11.175,NA,NA
"7379","Apalis_fuscigularis",9.584783538,"invertebrates",11.175,NA,NA
"7380","Apalis_lynesi",10.19710325,"invertebrates",11.175,NA,NA
"7381","Apalis_ruddi",8.544656111,"invertebrates",9.7,NA,NA
"7382","Apalis_flavida",9.790362954,"invertebrates",8.175,NA,NA
"7383","Apalis_binotata",5.957258758,"invertebrates",8.2,NA,NA
"7384","Apalis_personata",7.954040712,"invertebrates",9.425,NA,NA
"7385","Apalis_jacksoni",12.99667037,"invertebrates",8.65,NA,NA
"7386","Apalis_chariessa",9.85864157,"invertebrates",NA,NA,NA
"7387","Apalis_nigriceps",10.25322591,"invertebrates",8.4,NA,NA
"7388","Apalis_melanocephala",10.37629918,"invertebrates",8.75,NA,NA
"7389","Apalis_chirindensis",8.297879636,"invertebrates",8.6,NA,NA
"7390","Apalis_porphyrolaema",9.83876331,"invertebrates",8.5,NA,NA
"7391","Apalis_kaboboensis",11.44230769,NA,8.5,NA,NA
"7392","Apalis_chapini",9.713233978,"invertebrates",8.8,NA,NA
"7393","Apalis_sharpii",8.879388854,"invertebrates",8.7,NA,NA
"7394","Apalis_rufogularis",7.450027912,"invertebrates",8,NA,NA
"7395","Apalis_argentea",10.35408163,"invertebrates",8,NA,NA
"7396","Apalis_karamojae",10.725,"invertebrates",9.2,NA,NA
"7397","Apalis_bamendae",9.886070011,"invertebrates",NA,NA,NA
"7398","Apalis_goslingi",11.11111111,"invertebrates",NA,NA,NA
"7399","Apalis_cinerea",9.218832247,"invertebrates",9.775,NA,NA
"7400","Apalis_alticola",12.17362983,"invertebrates",12.1,NA,NA
"7401","Urorhipis_rufifrons",11.38010504,"invertebrates",6.475,NA,NA
"7402","Hypergerus_atriceps",10.51069079,"invertebrates",29.35,NA,NA
"7403","Eminia_lepida",5.554299318,"invertebrates",19.6,NA,NA
"7404","Camaroptera_brachyura",7.162434859,"invertebrates",9.808333334,NA,NA
"7405","Camaroptera_brevicaudata",9.169160155,NA,10,NA,NA
"7406","Camaroptera_harterti",4.83032646,NA,10,NA,NA
"7407","Camaroptera_superciliaris",8.810091716,"invertebrates",9.5,NA,NA
"7408","Camaroptera_chloronota",7.147446708,"invertebrates",10.575,NA,NA
"7409","Calamonastes_simplex",7.355992965,"invertebrates",NA,NA,NA
"7410","Calamonastes_undosus",7.899090462,"invertebrates",13.25,NA,NA
"7411","Calamonastes_stierlingi",10.3416611,NA,13.25,NA,NA
"7412","Calamonastes_fasciolatus",7.464358295,"invertebrates",13.1,NA,NA
"7413","Euryptila_subcinnamomea",9.013430421,"invertebrates",11.5,NA,NA
"7414","Bathmocercus_cerviniventris",8.943747988,"invertebrates",15.8,NA,NA
"7415","Bathmocercus_rufus",8.903692798,"invertebrates",15.45,NA,NA
"7416","Sceptomycter_winifredae",8.048245614,"invertebrates",NA,NA,NA
"7417","Orthotomus_sutorius",10.61962388,"invertebrates",7.5,NA,NA
"7418","Orthotomus_atrogularis",10.45376841,"invertebrates",7.75,NA,NA
"7419","Orthotomus_castaneiceps",9.605082901,"invertebrates",7.925,NA,NA
"7420","Orthotomus_frontalis",6.954082484,"invertebrates",7.85,NA,NA
"7421","Orthotomus_derbianus",8.126118716,"invertebrates",10.7,NA,NA
"7422","Orthotomus_sericeus",7.795017136,"invertebrates",10.8,NA,NA
"7423","Orthotomus_ruficeps",11.97602837,"invertebrates",NA,NA,NA
"7424","Orthotomus_sepium",9.442800719,"invertebrates",8.35,NA,NA
"7425","Orthotomus_cinereiceps",6.16702846,"invertebrates",9.025,NA,NA
"7426","Orthotomus_nigriceps",8.345492934,"invertebrates",9.625,NA,NA
"7427","Orthotomus_samarensis",7.404960939,"invertebrates",9,NA,NA
"7428","Artisornis_moreaui",10.97428816,"invertebrates",9.1,NA,NA
"7429","Artisornis_metopias",8.256844033,"invertebrates",8.575,NA,NA
"7430","Poliolais_lopesi",8.636742012,"invertebrates",NA,NA,NA
"7431","Eremomela_icteropygialis",12.44075659,"invertebrates",7.525,NA,NA
"7432","Eremomela_salvadorii",11.04239044,"invertebrates",7.525,NA,NA
"7433","Eremomela_flavicrissalis",10.80872184,"invertebrates",4.5,NA,NA
"7434","Eremomela_pusilla",13.32294442,"invertebrates",6.2,NA,NA
"7435","Eremomela_canescens",13.74398616,"invertebrates",7,NA,NA
"7436","Eremomela_scotops",15.28357532,"invertebrates",9,NA,NA
"7437","Eremomela_gregalis",13.5655416,"invertebrates",6.85,NA,NA
"7438","Eremomela_usticollis",12.73606024,"invertebrates",8.4,NA,NA
"7439","Eremomela_badiceps",11.80805053,"invertebrates",10.6,NA,NA
"7440","Eremomela_turneri",9.844638254,"invertebrates",7.5,NA,NA
"7441","Eremomela_atricollis",11.66861485,"invertebrates",10.5,NA,NA
"7442","Melocichla_mentalis",6.265253299,"invertebrates",33.2,NA,NA
"7443","Sphenoeacus_afer",8.543362826,"invertebrates",30.4,NA,NA
"7444","Achaetops_pycnopygius",6.544710768,"invertebrates",28.15,NA,NA
"7445","Macrosphenus_flavicans",7.868595582,"invertebrates",13.7,NA,NA
"7446","Macrosphenus_kempi",6.416345768,"invertebrates",12.3,NA,NA
"7447","Macrosphenus_concolor",7.77032227,"invertebrates",13.9,NA,NA
"7448","Macrosphenus_pulitzeri",5.333333333,"invertebrates",NA,NA,NA
"7449","Macrosphenus_kretschmeri",9.503124455,"invertebrates",19.75,NA,NA
"7450","Sylvietta_brachyura",12.08484617,"invertebrates",8.05,NA,NA
"7451","Sylvietta_whytii",8.394888657,"invertebrates",9.9,NA,NA
"7452","Sylvietta_philippae",6.855555556,"invertebrates",8.6,NA,NA
"7453","Sylvietta_rufescens",9.496091424,"invertebrates",12.05,NA,NA
"7454","Sylvietta_isabellina",7.254677371,"invertebrates",10,NA,NA
"7455","Sylvietta_ruficapilla",10.53330952,"invertebrates",11.1,NA,NA
"7456","Sylvietta_virens",7.364583333,"invertebrates",7.85,NA,NA
"7457","Sylvietta_denti",6.45923913,"invertebrates",8.4,NA,NA
"7458","Sylvietta_leucophrys",8.475844212,"invertebrates",11.35,NA,NA
"7459","Cryptillas_victorini",5.955555556,"invertebrates",10,NA,NA
"7460","Leonardina_woodi",7.530864198,"invertebrates",NA,NA,NA
"7461","Graminicola_bengalensis",7.647279445,"invertebrates",14.75,NA,NA
"7462","Pellorneum_albiventre",7.835904086,"invertebrates",21.5,NA,NA
"7463","Pellorneum_palustre",6.095970229,"invertebrates",NA,NA,NA
"7464","Pellorneum_ruficeps",8.626835437,"invertebrates",26,NA,NA
"7465","Pellorneum_fuscocapillus",9.014446505,"invertebrates",30,NA,NA
"7466","Pellorneum_tickelli",9.637258603,"invertebrates",17.025,NA,NA
"7467","Pellorneum_buettikoferi",8.981075014,"invertebrates",NA,NA,NA
"7468","Pellorneum_pyrrogenys",13.63841022,"invertebrates",NA,NA,NA
"7469","Pellorneum_capistratum",7.040139278,"invertebrates",25.05,NA,NA
"7470","Trichastoma_rostratum",12.71640803,"invertebrates",NA,NA,NA
"7471","Trichastoma_celebense",10.94982508,"invertebrates",24.05,NA,NA
"7472","Trichastoma_bicolor",10.83340404,"invertebrates",26.925,NA,NA
"7473","Malacocincla_abbotti",10.04999247,"invertebrates",26.8,NA,NA
"7474","Malacocincla_sepiaria",8.430184251,"invertebrates",25.75,NA,NA
"7475","Malacocincla_malaccensis",7.363003776,"invertebrates",21.45,NA,NA
"7476","Malacocincla_cinereiceps",8.240061909,"invertebrates",24,NA,NA
"7477","Malacopteron_magnirostre",12.89289777,"invertebrates",19.4,NA,NA
"7478","Malacopteron_affine",8.684602742,"invertebrates",17.15,NA,NA
"7479","Malacopteron_cinereum",12.34308772,"invertebrates",18.05,NA,NA
"7480","Malacopteron_magnum",11.44605662,"invertebrates",27.6,NA,NA
"7481","Malacopteron_palawanense",9.18337102,"invertebrates",32.4,NA,NA
"7482","Malacopteron_albogulare",12.41760507,"invertebrates",16.25,NA,NA
"7483","Illadopsis_cleaveri",6.124838776,"invertebrates",30.9,NA,NA
"7484","Illadopsis_albipectus",9.032059315,"invertebrates",30.6,NA,NA
"7485","Illadopsis_rufescens",7.922229207,"invertebrates",37,NA,NA
"7486","Illadopsis_puveli",6.260184643,"invertebrates",46.75,NA,NA
"7487","Illadopsis_rufipennis",9.954850361,"invertebrates",22.35,NA,NA
"7488","Illadopsis_fulvescens",8.582751676,"invertebrates",27.2,NA,NA
"7489","Illadopsis_pyrrhoptera",10.43725907,"invertebrates",24.8,NA,NA
"7490","Pseudoalcippe_abyssinica",9.754605637,"invertebrates",19.15,NA,NA
"7491","Pseudoalcippe_atriceps",10.72187597,NA,16,NA,NA
"7492","Ptyrticus_turdinus",10.59719695,"invertebrates",65.75,NA,NA
"7493","Pomatorhinus_hypoleucos",6.253277812,"invertebrates",75.55,NA,NA
"7494","Pomatorhinus_erythrogenys",5.504791561,"invertebrates",54.9,NA,NA
"7495","Pomatorhinus_erythrocnemis",7.418461916,"invertebrates",54.9,NA,NA
"7496","Pomatorhinus_gravivox",6.750578284,"omnivore",54.9,NA,NA
"7497","Pomatorhinus_mcclellandi",4.429742199,"invertebrates",54.9,NA,NA
"7498","Pomatorhinus_swinhoei",5.624599132,"invertebrates",54.9,NA,NA
"7499","Pomatorhinus_horsfieldii",7.890830663,"invertebrates",43,NA,NA
"7500","Pomatorhinus_melanurus",9.603255199,"invertebrates",43,NA,NA
"7501","Pomatorhinus_schisticeps",10.53778361,"invertebrates",43,NA,NA
"7502","Pomatorhinus_montanus",9.812072347,"invertebrates",30.6,NA,NA
"7503","Pomatorhinus_ruficollis",10.00654519,"invertebrates",30.5,NA,NA
"7504","Pomatorhinus_musicus",8.019592966,"invertebrates",30.5,NA,NA
"7505","Pomatorhinus_ochraceiceps",7.449968434,"invertebrates",34,NA,NA
"7506","Pomatorhinus_ferruginosus",8.512655942,"invertebrates",47,NA,NA
"7507","Xiphirhynchus_superciliaris",9.693694463,"invertebrates",NA,NA,NA
"7508","Jabouilleia_danjoui",6.174782919,"invertebrates",NA,NA,NA
"7509","Jabouilleia_naungmungensis",4.102564103,NA,35.5,NA,NA
"7510","Rimator_malacoptilus",7.526140563,"invertebrates",19.5,NA,NA
"7511","Rimator_albostriatus",7.2,"invertebrates",19.5,NA,NA
"7512","Rimator_pasquieri",6.218487395,"invertebrates",19.5,NA,NA
"7513","Ptilocichla_leucogrammica",5.929041885,"invertebrates",NA,NA,NA
"7514","Ptilocichla_mindanensis",7.059066963,"invertebrates",28.925,NA,NA
"7515","Ptilocichla_falcata",7.538605882,"invertebrates",NA,NA,NA
"7516","Kenopia_striata",8.356224713,"invertebrates",19.9,NA,NA
"7517","Napothera_rufipectus",5.683855441,"invertebrates",NA,NA,NA
"7518","Napothera_atrigularis",6.257882554,"invertebrates",NA,NA,NA
"7519","Napothera_macrodactyla",9.089738667,"invertebrates",48.7,NA,NA
"7520","Napothera_marmorata",7.775126351,"invertebrates",NA,NA,NA
"7521","Napothera_crispifrons",8.511394335,"invertebrates",27.025,NA,NA
"7522","Napothera_brevicaudata",6.61148034,"invertebrates",18.75,NA,NA
"7523","Napothera_crassa",6.318821494,"invertebrates",26.7,NA,NA
"7524","Napothera_epilepidota",9.768807612,"invertebrates",16.375,NA,NA
"7525","Robsonius_rabori",5.842696629,"invertebrates",61,NA,NA
"7526","Robsonius_sorsogonensis",7.28021978,"invertebrates",NA,NA,NA
"7527","Pnoepyga_albiventer",6.452056788,"invertebrates",20.5,NA,NA
"7528","Pnoepyga_formosana",13.88888889,"invertebrates",20,NA,NA
"7529","Pnoepyga_immaculata",8.69694288,"invertebrates",20.5,NA,NA
"7530","Pnoepyga_pusilla",9.915926371,"invertebrates",12.25,NA,NA
"7531","Spelaeornis_caudatus",6.32737479,"invertebrates",10.5,NA,NA
"7532","Spelaeornis_badeigularis",6.451612903,"invertebrates",10.5,NA,NA
"7533","Spelaeornis_troglodytoides",6.970352564,"invertebrates",NA,NA,NA
"7534","Spelaeornis_formosus",9.285024155,"invertebrates",NA,NA,NA
"7535","Spelaeornis_chocolatinus",8.592854073,"invertebrates",13,NA,NA
"7536","Spelaeornis_reptatus",5.803965895,"invertebrates",13,NA,NA
"7537","Spelaeornis_oatesi",3.507991388,"invertebrates",13,NA,NA
"7538","Spelaeornis_kinneari",6.767346939,"invertebrates",13,NA,NA
"7539","Spelaeornis_longicaudatus",6.972886262,"invertebrates",NA,NA,NA
"7540","Sphenocichla_humei",5.988535719,"invertebrates",34.6,NA,NA
"7541","Sphenocichla_roberti",7.523692524,"invertebrates",34.6,NA,NA
"7542","Stachyris_rodolphei",14.44444444,NA,NA,NA,NA
"7543","Stachyris_rufifrons",16.28777595,"invertebrates",NA,NA,NA
"7544","Stachyris_ambigua",8.994201454,"invertebrates",NA,NA,NA
"7545","Stachyris_ruficeps",9.846389316,"invertebrates",NA,NA,NA
"7546","Stachyris_pyrrhops",8.906125356,"invertebrates",NA,NA,NA
"7547","Stachyris_chrysaea",9.875053518,"invertebrates",NA,NA,NA
"7548","Stachyris_plateni",14.78370678,"invertebrates",NA,NA,NA
"7549","Stachyris_pygmaea",10.20408163,"invertebrates",NA,NA,NA
"7550","Stachyris_dennistouni",15.79401549,"invertebrates",NA,NA,NA
"7551","Stachyris_nigrocapitata",17.66934459,"invertebrates",NA,NA,NA
"7552","Stachyris_capitalis",17.57712842,"invertebrates",NA,NA,NA
"7553","Stachyris_whiteheadi",16.30956138,"invertebrates",NA,NA,NA
"7554","Stachyris_striata",15.21390758,"invertebrates",NA,NA,NA
"7555","Stachyris_latistriata",12.53731343,"invertebrates",NA,NA,NA
"7556","Stachyris_nigrorum",16.13789271,"invertebrates",NA,NA,NA
"7557","Stachyris_hypogrammica",17.57486898,"invertebrates",NA,NA,NA
"7558","Stachyris_grammiceps",8.170454545,"invertebrates",NA,NA,NA
"7559","Stachyris_herberti",9.103951001,"invertebrates",NA,NA,NA
"7560","Stachyris_nigriceps",9.579585304,"invertebrates",15.8,NA,NA
"7561","Stachyris_poliocephala",10.76607907,"invertebrates",23.7,NA,NA
"7562","Stachyris_striolata",7.709500467,"invertebrates",NA,NA,NA
"7563","Stachyris_oglei",4.895104895,"invertebrates",33,NA,NA
"7564","Stachyris_maculata",11.00814882,"invertebrates",29.35,NA,NA
"7565","Stachyris_leucotis",10.27000118,"invertebrates",23.85,NA,NA
"7566","Stachyris_nigricollis",12.37019252,"invertebrates",26.6,NA,NA
"7567","Stachyris_thoracica",7.052194904,"invertebrates",NA,NA,NA
"7568","Stachyris_erythroptera",9.394695415,"invertebrates",12.825,NA,NA
"7569","Stachyris_melanothorax",12.00940662,"invertebrates",NA,NA,NA
"7570","Dasycrotapha_speciosa",14.86563493,"invertebrates",16.5,NA,NA
"7571","Dumetia_hyperythra",7.006972646,"invertebrates",12.9,NA,NA
"7572","Rhopocichla_atriceps",7.191398035,"invertebrates",16.3,NA,NA
"7573","Macronus_gularis",9.263607251,"invertebrates",11.5,NA,NA
"7574","Macronus_bornensis",9.05599401,"invertebrates",11.5,NA,NA
"7575","Macronus_flavicollis",8.626364217,"invertebrates",NA,NA,NA
"7576","Macronus_kelleyi",10.79784591,"invertebrates",NA,NA,NA
"7577","Macronus_striaticeps",16.18541621,"invertebrates",16.5,NA,NA
"7578","Macronus_ptilosus",9.650676692,"invertebrates",18,NA,NA
"7579","Micromacronus_leytensis",15.35881621,"invertebrates",5.5,NA,NA
"7580","Micromacronus_sordidus",8.965517241,"invertebrates",18,NA,NA
"7581","Timalia_pileata",7.451400162,"invertebrates",15.5,NA,NA
"7582","Chrysomma_sinense",11.37869095,"invertebrates",18,NA,NA
"7583","Chrysomma_altirostris",9.456506514,"invertebrates",NA,NA,NA
"7584","Moupinia_poecilotis",7.421650445,"invertebrates",NA,NA,NA
"7585","Chamaea_fasciata",11.86600506,"invertebrates",14.7,12.6,12.6
"7586","Turdoides_nipalensis",5.676051948,"invertebrates",NA,NA,NA
"7587","Turdoides_altirostris",9.632757402,"invertebrates",33,NA,NA
"7588","Turdoides_caudata",11.21091407,"omnivore",39.65,NA,NA
"7589","Turdoides_huttoni",11.80262225,NA,39.65,NA,NA
"7590","Turdoides_earlei",10.80962152,"invertebrates",47,NA,NA
"7591","Turdoides_gularis",9.142667677,"invertebrates",45.5,NA,NA
"7592","Turdoides_longirostris",6.78919536,"invertebrates",35,NA,NA
"7593","Turdoides_malcolmi",15.35530754,"invertebrates",76.6,NA,NA
"7594","Turdoides_squamiceps",12.07393438,"invertebrates",73.5,13.5,13.5
"7595","Turdoides_fulva",11.6117545,"invertebrates",58,NA,NA
"7596","Turdoides_aylmeri",6.541910396,"invertebrates",35.9,NA,NA
"7597","Turdoides_rubiginosa",6.898598896,"invertebrates",40.8,NA,NA
"7598","Turdoides_subrufa",7.066970696,"invertebrates",67.5,NA,NA
"7599","Turdoides_striata",9.46000401,"omnivore",68,16.5,11.16666667
"7600","Turdoides_rufescens",7.543322318,"invertebrates",68,16.5,11.16666667
"7601","Turdoides_affinis",11.75510103,"invertebrates",NA,NA,NA
