Ordnum	Order	OrderRefNo	SortNo	Synonym	AuthorYear	CommonName	BodyShapeI	Marine	Brackish	Freshwater	WaterSalinity	FamCount	SpeciesCount	EtymologyOrder	ClassNum	Class	ClassificationRemark	PhylogenyFamilies	PhylFamOrderRefNo	PhylogenyPostion	PhylPosOrderRefNo	SisterOrder	ComAncestor	ComAncRef1	ComAncRef2	PeriodRange	Period	EpochRange	Epoch	Complete	Remark	CAS_LIN	ZooBank_ID	Entered	DateEntered	Modified	DateModified	Expert	DateChecked	CommonName_German	CommonName_French	CommonName_Italian	CommonName_Spanish	CommonName_Portuguese	CommonName_Dutch	CommonName_Chinese	CommonName_Chinese_u	CommonName_Greek	CommonName_Greek_u	CommonName_Russian_u	CommonName_Russian	CommonName_Swedish	Class_Russian	EtymologyClass	TS
25	Notacanthiformes	7463	10693	0	NA	halosaurs and deep-sea spiny eels	eel-like	-1	0	0	All Marine	2	28	Greek, noton = back + Greek, akantha = thorn + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Notacanthiformes.	NA	NA	NA	NA	Albuliformes	80	30656	30652	late	Cretaceous	NA	NA	0	Body eel-like; posteriorly directed spine on dorsal edge of rear of maxilla; premaxilla and maxilla bordering upper jaw; gill membranes separate; pectoral fins relatively high on body; pelvic fins abdominal, with 7-11 rays (the two fins are usually connected by a membrane); anal fin base long and merged with what remains of the caudal fin; caudal fin skeleton reduced or absent; tail easily regenerated when lost; branchiostegal rays 5-23; swim bladder present. Some have photophores.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-27T00:00:00Z	NA	NA	Stachelaale, Dornrückenaale	Halosauridés et notacanthidés	Notacantiformi	NA	Halosauros e enguias espinhosas de profundidade	Rugstekelalen	NA	NA	??????????????	&#925;&#959;&#964;&#945;&#954;&#945;&#957;&#952;&#972;&#956;&#959;&#961;&#966;&#945;	&#1085;&#1086;&#1090;&#1072;&#1082;&#1072;&#1085;&#1090;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????	piggålsartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
45	Ophidiiformes	34024	12628	0	NA	cusk eels	NA	-1	-1	-1	Mostly Marine	4	537	Greek, ophis = serpent + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Ophidiiformes.	NA	NA	NA	NA	Gadiformes	20	30652	30649	middle	Tertiary	middle	Miocene	0	Pelvic fins when present, inserted at level of preopercle or farther anterior (mental or jugular), zero to two soft rays in each, and occasionally with a spine; base of dorsal and anal fins long, extending to and usually joined with caudal fin; nostrils paired on each side; dorsal and anal fin pterygiophores more numerous than adjacent vertebrae (the ratio being about 1.8:1).	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Bartmännchen	Abadèches, aurins, brotules et donzelles	Ofidiformi	NA	Abadejos	Naaldvissen	NA	NA	????????????	&#927;&#966;&#953;&#949;&#953;&#948;&#972;&#956;&#959;&#961;&#966;&#945;	&#1072;&#1084;&#1073;&#1083;&#1080;&#1086;&#1087;&#1089;&#1086;&#1074;&#1099;&#1077;	????????????	ormfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
6	Orectolobiformes	7463	10063	0	NA	carpet sharks	elongated	-1	-1	-1	Mostly Marine	7	45	Greek, orektos = lengthened, prolongued + Greek, lobos = lobe + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Carchariniformes	155	30654	NA	late	Jurassic	NA	NA	-1	Two dorsal fins, without spines; mouth very short, confined to being well in front of eyes; nostrils specialized, with prominent nasoral grooves wit barbels in most; spiracles too large, below the eye except in <i>Rhincodon</i>; many with small gill slits and with fifth slit overlapping the fourth behind the origin of pectoral fin.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	Teppichhaie	Requins-nourrices et requins-carpettes	Orectolobiformi	NA	Tubarões-zebra	Bakerhaaien	NA	NA	NA	NA	&#1074;&#1086;&#1073;&#1073;&#1077;&#1075;&#1086;&#1085;&#1075;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????	wobbegongartade hajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
35	Osmeriformes	7463	11962	0	NA	freshwater smelts	NA	-1	-1	-1	Marine and Freshwater	4	42	Greek, osme = bad smelling + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Replaced by Argentiniformes but excl. Osmeroidei (Osmeridae, Retropinnidae, Galaxiidae) that are placed in Salmoniformes.	NA	NA	NA	NA	Esociformes	110	7463	NA	NA	NA	NA	NA	0	Maxilla included in gape of mouth (the toothless maxilla is excluded from the gape in <i>Protroctes</i> and <i>Lovettia</i> and almost so in <i>Aplochiton</i>; adipose fin present or absent; radii absent on scales; loss of basisphenoid and orbitosphenoid bones.
Osmeriforms spawn in freshwater except the Argentinoidei, <i>Osmerus eperlanus</i>, and perhaps one or two salangids.	NA	NA	1	2000-04-28T00:00:00Z	NA	NA	303	NA	Osmeriformes	Argentines et éperlans	Osmeriformi	NA	Eperlanos	Spieringen	NA	NA	NA	NA	&#1082;&#1086;&#1088;&#1102;&#1096;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	norsartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
22	Osteoglossiformes	7463	10909	0	NA	bony tongues	NA	0	-1	-1	All Freshwater	5	254	Greek, osteon = bone + Greek, glossa = tongue + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Osteoglossiformes but excl.Hiodontidae that are separated in Hiodontiformes.	NA	NA	NA	NA	Elopiformes	150	30655	30649	late	Jurassic	NA	NA	-1	Intestine passes posteriorly to left of esophagus and stomach; parasphenoid and tounge bones usually with well-developed teeth and forming a shearing bite (mesopterygoid and usually the ectopterygoid also toothed); premaxilla small and fixed to the skull; no supramaxilla; caudal fin skeleton, except in <i>Hiodon</i>, with large first ural centrum and no urodermals, one or more epurals fused with uroneurals; caudal fin with 16 or fewer branched rays; nasal capsule rigid, no antorbital-supraorbital system for pumping water over olfactory epithelium; epipleural intermuscular bones absent; one or two pyloric caeca, one caecum in <i>Hiodon</i> and <i>Pantodon</i> and two in other osteoglossiforms.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-14T00:00:00Z	303	NA	Knochenzünglerartige	Arapaima, scléropages et poissons-éléphants	Osteoglossiformi	NA	Línguas-de-osso	Beentongvissen	NA	NA	NA	NA	&#1072;&#1088;&#1072;&#1074;&#1072;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	bentungeartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
101	Ovalentaria/misc	NA	13753	0	NA	NA	NA	-1	-1	-1	Mostly Marine	8	797	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	Perciformes	7463	NA	-1	NA	perch-likes	NA	-1	-1	-1	marine and freshwater	156	11376	Greek, perke = perch + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Perciformes excl. a number of previous suborders elevated at order rank, but still without any clear phylogenetic relationships (with a few exceptions):  Acanthuriformes, Anabantiformes, Blenniiformes, Caproiformes, Carangiformes, Cottiformes (incl. Zoarcoidei), Dactylopteriformes, Gobiesociformes (incl. Callionymoidei), Gobiiformes, Icosteiformes, Nototheniiformes, Pholidichthyiformes, Scombriformes, Stromateiformes, Trachiniformes.	\	NA	NA	NA	Pleuronectiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Largest order of fishes. Most families in many suborders are not currently definable in terms of shared derived characters and thus may not be monophyletic. Most perciforms are marine shore fishes, while about 2,000 species (e.g. cichlids) normally occur only in freshwater, and about 2,200 species occur in freshwater for at least part of their life history.	NA	NA	1	1999-12-11T00:00:00Z	1	2001-05-09T00:00:00Z	NA	NA	Barschartige	Perches	Perciformi	NA	Percas	Baarsachtigen	NA	NA	??????????	&#928;&#949;&#961;&#954;&#972;&#956;&#959;&#961;&#966;&#945;	&#1086;&#1082;&#1091;&#1085;&#1077;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????	abborrartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
93	Perciformes/Bembropoidei	NA	14905	0	NA	NA	NA	-1	0	0	All Marine	1	23	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	Perciformes/Cottoidei	NA	15274	0	NA	NA	NA	-1	-1	-1	Mostly Marine	10	857	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	Perciformes/Gasterosteoidei	NA	15247	0	NA	NA	NA	-1	-1	-1	Marine and Freshwater	3	21	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	Perciformes/Notothenioidei	NA	14923	0	NA	NA	NA	-1	-1	-1	Mostly Marine	8	159	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	Perciformes/Percoidei	NA	14752	0	NA	NA	NA	-1	-1	-1	Mostly Freshwater	3	249	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	Perciformes/Percophoidei	NA	14914	0	NA	NA	NA	-1	0	0	All Marine	1	1	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	Perciformes/Scorpaenoidei	NA	15067	0	NA	NA	NA	-1	-1	-1	Mostly Marine	20	815	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97	Perciformes/Serranoidei	NA	15040	0	NA	NA	NA	-1	-1	-1	Mostly Marine	3	568	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	Perciformes/Uranoscopoidei	NA	14995	0	NA	NA	NA	-1	-1	-1	Mostly Marine	5	180	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	Perciformes/Zoarcoidei	NA	14779	0	NA	NA	NA	-1	-1	0	All Marine	14	409	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	Percopsiformes	7463	12250	0	NA	trout-perches, pirate perches and cavef	elongated	0	0	-1	All Freshwater	3	10	Greek, perké = perch + Greek,opsis = look, appearance  + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Percopsiformes.	NA	NA	NA	NA	Lophiiformes	50	30652	30649	early	Tertiary	middle	Eocene	-1	Premaxilla nonprotractile; ectopterygoid and palatine with teeth; pelvic fins, if present, behind pectorals and with 3-8 soft rays; spines (normally weak) usually present in dorsal fin; many species with ctenoid scales; six branchiostegal rays; 16 branched caudal rays; orbitosphenoid, basiphenoid, and suborbital shelf absent; vertebrae 28-35.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-27T00:00:00Z	NA	NA	Barschlachse	Omiscos	Percopsiformi	NA	Trutas-perca	Baarszalmachtigen	NA	NA	NA	NA	&#1087;&#1077;&#1088;&#1082;&#1086;&#1087;&#1089;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????	laxabborrartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
2	Petromyzontiformes	7463	10009	0	NA	lampreys	eel-like	-1	-1	-1	Mostly Freshwater	3	48	Latin, petra = stone + Greek, myzo = to suckle + Latin, forma = shape (Ref. 45335).	2	Petromyzonti	NA	NA	NA	NA	NA	Chimaeriformes	455	30651	30649	late	Ordovician	NA	NA	-1	No bone; seven pairs of external lateral gill openings; eyes lateral (except in <i>Mordacia</i>; tail isocercal in adults, hypocercal in ammocoete larvae; body naked, eel-like; no paired fins.	NA	NA	1	1999-12-11T00:00:00Z	1	1999-12-13T00:00:00Z	NA	NA	Neunaugen	Lamproies	Petromizontiformi	NA	Lampreias	Prikken	NA	NA	NA	NA	&#1084;&#1080;&#1085;&#1086;&#1075;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????	nejonögon	&#1094;&#1077;&#1092;&#1072;&#1083;&#1072;&#1089;&#1087;&#1080;&#1076;&#1086;&#1084;&#1086;&#1088;&#1092;&#1099;&#44;&#32;&#1086;&#1076;&#1085;&#1086;&#1085;&#1086;&#1079;&#1076;&#1088;&#1077;&#1074;&#1099;&#1077;	Greek, Kephale = head + Greek, aspidos = shield + Greek morphe= shape. Ref. 45335.	NA
61	Pleuronectiformes	7463	13186	0	NA	flatfishes	NA	-1	-1	-1	Mostly Marine	16	792	Greek, pleura = similar, ribe, side + Greek, nektos = to swim + Latin, forma = shape. 1849 (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Pleuronectiformes.	NA	NA	NA	NA	Tetraodontiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Adults not bilaterally symmetrical, with one eye migrating to the other side of the cranium; dorsal and anal fins with long bases, dorsal fin base overlapping at least the neurocranium except in <i>Psettodes</i>; body highly compressed, somewhat rounded on eyed side and flat on blind side; eyes can protrude above body surface allowing fish to see when buried in the substrate; usually six or seven branchiostegal rays, rarely eight; body cavity small; adults almost always without swim bladder; scales cycloid, ctenoid, or tuberculate.
About four species probably occur in freshwater, while another 20 species that are normally marine occasionally enter freshwater.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-11T00:00:00Z	NA	NA	Plattfische	Poissons-plats	Pleuronettiformi	NA	Peixes-chatos	Platvissen	NA	NA	???????????????	&#928;&#955;&#949;&#965;&#961;&#959;&#957;&#951;&#954;&#964;&#959;&#949;&#953;&#948;&#942;	&#1082;&#1072;&#1084;&#1073;&#1072;&#1083;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	plattfiskar, flatfiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
42	Polymixiiformes	7463	12493	0	NA	beardfishes	elongated	-1	0	0	All Marine	1	10	Greek, poly = a lot of + Greek, myxo = mucus + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Polymixiiformes.	NA	NA	NA	NA	Beryciformes	70	7463	NA	NA	NA	NA	NA	0	Moderately elongate and compressed. A pair of barbels on hyoid. Continuous dorsal fin; 4-6 spines, 26-38 soft rays. Anal fin 4 short spines, 13-17 soft rays. Subabdominal pelvic fin; 1 spinelike ray, 6 soft rays. Caudal fin 16 branched rays. Scales in lateral line about 33-38. Banchiostegal 4 rays. Gillrakers 11-21. Supramaxillae 2. Epurals 3. Subocular shelf, ortbitosphenoid, and basisphenoid present. Vertebrae usually 29 or 30. Maximum length is 38 cm. Usually found in depths between 180 and 640 m.	NA	NA	1	2000-05-09T00:00:00Z	NA	NA	NA	NA	Bartfische	Poissons-chèvres	Polimixiformi	NA	Polimixídeos 	Barbudo's	NA	NA	NA	NA	&#1073;&#1072;&#1088;&#1073;&#1091;&#1076;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	skäggfiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
18	Polypteriformes	7463	10621	0	NA	bichirs	elongated	0	-1	-1	All Freshwater	1	14	Greek, poly = a lot of + Greek, pteron = fin + Latin, forma = shape (Ref. 45335).	9	Cladistii	NA	NA	NA	NA	NA	Acipenseriformes	200	30649	30653	middle	Jurassic	NA	NA	-1	Rhombic ganoid scales; spiracular, opening large but canal lost; dorsal fin consisting of 5-18 finlets, each with a single spine to which is attached one or more soft rays; pectoral fin rays supported by numerous ossified radials which attach to a cartilaginous plate and two rods, thence to the scapula and coracoid; a pair of gular plates, no branchiostegals; maxilla firmly united to skull; intestine with spiral valve; lungs partially used in respiration; vertebrae with ossified centra and neural canal. Maximum length about 90 cm, most species less than 30 cm.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-14T00:00:00Z	NA	NA	Flösselhechtverwandte	Polyptères	Polipteriformi	NA	Peixes-manel	Kwastsnoeken	NA	NA	?????????????????	&#928;&#959;&#955;&#965;&#960;&#964;&#949;&#961;&#965;&#947;&#953;&#972;&#956;&#959;&#961;&#966;&#945;	&#1084;&#1085;&#1086;&#1075;&#1086;&#1087;&#1077;&#1088;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????	fengäddor	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
12	Pristiformes	7463	NA	-1	NA	sawfishes	elongated	-1	-1	-1	marine and freshwater	1	7	Greek, pristis, -eos = a kind of shark + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Torpediniformes	100	30654	NA	middle	Cretaceous	NA	NA	-1	Snout produced in a long flat blade with teeth on each side (teeth of equal size and embedded in deep sockets); barbels absent; body somewhat sharklike, although the head is depressed; two distinct dorsal fins and a caudal fin.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-27T00:00:00Z	NA	NA	Sägerochen, Sägefische	Poissons-scies	Pristiformi	NA	Peixes-serra	Zaagvissen	NA	NA	NA	NA	&#1087;&#1080;&#1083;&#1086;&#1088;&#1099;&#1083;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????	NA	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
10	Pristiophoriformes	7463	10342	0	NA	saw sharks	elongated	-1	0	0	All Marine	1	10	Greek, pristis, -eos = a kind of shark + Latin ferre = to carry + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Pristiformes	145	30654	NA	late	Jurassic	NA	NA	-1	Body sharklike; snout produced in a long flat blade with teeth on each side (teeth unequal in size, usually alternating large and small, and weakly embedded); one pair of long barbels; no dorsal fin spines (sometimes present as internal rudiments); anal fin absent; spiracles large. Maximum length 1.4 m.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	Sägehaie	Requins-scies	Pristioforiformi	NA	Peixes-serra	Zaaghaaien	NA	NA	NA	NA	&#1087;&#1080;&#1083;&#1086;&#1085;&#1086;&#1089;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????	såghajartade hajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
14	Rajiformes	7463	10450	0	NA	skates and rays	other	-1	-1	0	All Marine	4	307	Latin, raja = ray + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	In Ref. 114953:  Anacanthobatidae, Arhynchobatidae, Gurgesiellidae, Rajidae,	NA	NA	NA	NA	Torpediniformes	50	30654	NA	early	Tertiary	middle	Eocene	0	Gill openings ventral; anterior edge of the greatly enlarged pectoral fin attached to side of head, anterior to the gill openings; anal fin absent; eyes and spiracles on dorsal surface; anterior vertebrae fused to form a synarcual; suprascapulae of pectoral girdles joined dorsally over vertebral column and articulating with column of synarcual or fused with synarcual; nictitating membrane absent, cornea attached directly to skin around the eyes; body generally strongly depressed; jaws protrusible in most; teeth pavementlike; in most, water for breathing taken in chiefly through the spiracle rather than the mouth (except for those living off the bottom); most give birth to live young (some have eggs encased in a horny capsule); the snout may function as an electroreceptive organ (as may be true for all elasmobranchs).	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	Rochen	Raies, pastenagues, mantas et guitares de mer	Raiformi	NA	Raias	Rogachtigen	NA	NA	??????????	&#929;&#945;&#947;&#953;&#972;&#956;&#959;&#961;&#966;&#945;	&#1089;&#1082;&#1072;&#1090;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;&#44;&#32;&#1088;&#1086;&#1084;&#1073;&#1086;&#1090;&#1077;&#1083;&#1099;&#1077;&#32;&#1089;&#1082;&#1072;&#1090;&#1099;	?????????????, ?????????? ?????	rockor	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
66	Rhinopristiformes	114953	10405	0	NA	shovelnose rays	other	-1	-1	-1	Mostly Marine	5	71	NA	4	Elasmobranchii	In Ref. 114953:  Glaucostegidae, Pristidae, Rhinidae, Rhinobatidae, Trygonorrhinidae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	14	2017-05-16T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	Saccopharyngiformes	7463	10855	0	NA	swallowers and gulpers	NA	-1	0	0	All Marine	5	28	Latin, saccus = sack + Greek, pharyngx = pharynx + Greek, morphe = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Saccopharyngoidei in Anguilliformes.	NA	NA	NA	NA	Anguilliformes	85	30656	30652	middle	Cretaceous	NA	NA	0	Highly aberrant fishes, lacking symplectic bone, opercular bones, branchiostegal rays, scales, pelvic fins, ribs, pyloric caeca, and swim bladder; caudal fin absent or rudimentary; gill openings ventral; dorsal and anal fins long; jaws and hyomandibular greatly elongate, attached to neurocranium by only one condyle; leptocephalous larvae deep-bodied with myomeres V-shaped and not W-shaped. Like anguilliforms, they may spawn once and die.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-14T00:00:00Z	NA	NA	Pelikanaale	Grandgousiers	Saccofaringiformi	NA	Sacofaringiformes	Pelikaanalen	NA	NA	NA	NA	&#1084;&#1077;&#1096;&#1082;&#1086;&#1088;&#1086;&#1090;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????	pelikanålartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
36	Salmoniformes	7463	11953	0	NA	salmons	fusiform / normal	-1	-1	-1	Mostly Freshwater	1	226	Latin, salmo = salmon, 1884 + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Salmoniformes.	NA	NA	NA	NA	Esociformes	110	30652	30657	middle	Cretaceous	NA	NA	0	Deep posterior myodome with eye musculature passing through and attaching to trunk muscles; adipose fin present; mesocoracoid present; gill membranes extending far forward, free from isthmus; pelvic axillary process present; last three vertebrae turned up; 11-210 pyloric caeca; 7-20 branchiostegal rays; vertebrae 50-75; tetraploid karyotype; parr marks in young of most species. Maximum length up to 1.5 m. This order has high value in sport and commercial fisheries.	NA	NA	1	1999-12-11T00:00:00Z	1	1999-12-15T00:00:00Z	NA	NA	Lachsfische	Saumons, corégones et truites	Salmoniformi	NA	Salmões	Zalmachtigen	NA	NA	???????????	&#931;&#945;&#955;&#956;&#959;&#957;&#959;&#949;&#953;&#948;&#942;	&#1083;&#1086;&#1089;&#1086;&#1089;&#1077;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????	laxartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
